desc,sql,tag,dialect
List inactive events (no activity 90 days),SELECT * FROM events WHERE last_active < CURRENT_DATE - 90,Finance,BigQuery
Find subscriptions with start_date greater than 338,SELECT * FROM subscriptions WHERE start_date > 459 LIMIT 100,Engineering,BigQuery
List inactive events (no activity 90 days),SELECT * FROM events WHERE last_active < CURRENT_DATE - 90,Marketing,Snowflake
List inactive users (no activity 90 days),SELECT * FROM users WHERE last_active < CURRENT_DATE - 90,Marketing,Snowflake
Monthly trend of id for products,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM products GROUP BY 1 ORDER BY 1",Support,BigQuery
Monthly trend of amount for orders,"SELECT DATE_TRUNC('month', created_at) as month, sum(amount) FROM orders GROUP BY 1 ORDER BY 1",Sales,Postgres
Find users with signup_date greater than 459,SELECT * FROM users WHERE signup_date > 239 LIMIT 100,Engineering,Snowflake
List inactive products (no activity 90 days),SELECT * FROM products WHERE last_active < CURRENT_DATE - 90,Engineering,Postgres
List inactive orders (no activity 90 days),SELECT * FROM orders WHERE last_active < CURRENT_DATE - 90,Finance,BigQuery
Count total subscriptions by start_date,"SELECT start_date, count(*) FROM subscriptions GROUP BY start_date ORDER BY 2 DESC",Finance,Snowflake
Find orders with status greater than 759,SELECT * FROM orders WHERE status > 465 LIMIT 100,Product,Postgres
Find logs with id greater than 465,SELECT * FROM logs WHERE id > 920 LIMIT 100,Marketing,Snowflake
Calculate average stock_level in products,SELECT avg(stock_level) FROM products WHERE created_at >= NOW() - INTERVAL '30 days',Sales,Postgres
Count total events by event_type,"SELECT event_type, count(*) FROM events GROUP BY event_type ORDER BY 2 DESC",Sales,Snowflake
List inactive logs (no activity 90 days),SELECT * FROM logs WHERE last_active < CURRENT_DATE - 90,Finance,Snowflake
List inactive users (no activity 90 days),SELECT * FROM users WHERE last_active < CURRENT_DATE - 90,Support,BigQuery
Calculate average id in users,SELECT avg(id) FROM users WHERE created_at >= NOW() - INTERVAL '30 days',Engineering,BigQuery
Find orders with created_at greater than 506,SELECT * FROM orders WHERE created_at > 843 LIMIT 100,Engineering,BigQuery
Find logs with timestamp greater than 660,SELECT * FROM logs WHERE timestamp > 906 LIMIT 100,Finance,BigQuery
Count total events by url,"SELECT url, count(*) FROM events GROUP BY url ORDER BY 2 DESC",Product,BigQuery
Count total orders by created_at,"SELECT created_at, count(*) FROM orders GROUP BY created_at ORDER BY 2 DESC",Product,Snowflake
List inactive events (no activity 90 days),SELECT * FROM events WHERE last_active < CURRENT_DATE - 90,Support,Postgres
Count total products by stock_level,"SELECT stock_level, count(*) FROM products GROUP BY stock_level ORDER BY 2 DESC",Support,Snowflake
Find subscriptions with mrr greater than 312,SELECT * FROM subscriptions WHERE mrr > 108 LIMIT 100,Engineering,Postgres
Monthly trend of id for products,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM products GROUP BY 1 ORDER BY 1",Finance,Postgres
Find logs with id greater than 723,SELECT * FROM logs WHERE id > 417 LIMIT 100,Support,Postgres
Monthly trend of id for logs,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM logs GROUP BY 1 ORDER BY 1",Sales,BigQuery
Monthly trend of amount for orders,"SELECT DATE_TRUNC('month', created_at) as month, sum(amount) FROM orders GROUP BY 1 ORDER BY 1",Sales,Snowflake
Monthly trend of id for logs,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM logs GROUP BY 1 ORDER BY 1",Sales,Snowflake
Count total events by event_id,"SELECT event_id, count(*) FROM events GROUP BY event_id ORDER BY 2 DESC",Marketing,Postgres
Count total subscriptions by user_id,"SELECT user_id, count(*) FROM subscriptions GROUP BY user_id ORDER BY 2 DESC",Finance,BigQuery
Find subscriptions with user_id greater than 562,SELECT * FROM subscriptions WHERE user_id > 30 LIMIT 100,Support,Postgres
Calculate average id in logs,SELECT avg(id) FROM logs WHERE created_at >= NOW() - INTERVAL '30 days',Product,Postgres
List inactive products (no activity 90 days),SELECT * FROM products WHERE last_active < CURRENT_DATE - 90,Marketing,BigQuery
Find orders with user_id greater than 349,SELECT * FROM orders WHERE user_id > 433 LIMIT 100,Engineering,BigQuery
Count total events by event_id,"SELECT event_id, count(*) FROM events GROUP BY event_id ORDER BY 2 DESC",Product,Postgres
Monthly trend of id for subscriptions,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM subscriptions GROUP BY 1 ORDER BY 1",Finance,Postgres
Count total events by event_type,"SELECT event_type, count(*) FROM events GROUP BY event_type ORDER BY 2 DESC",Marketing,BigQuery
Count total logs by id,"SELECT id, count(*) FROM logs GROUP BY id ORDER BY 2 DESC",Product,BigQuery
Monthly trend of event_id for events,"SELECT DATE_TRUNC('month', created_at) as month, sum(event_id) FROM events GROUP BY 1 ORDER BY 1",Product,BigQuery
Calculate average id in orders,SELECT avg(id) FROM orders WHERE created_at >= NOW() - INTERVAL '30 days',Sales,Snowflake
List inactive logs (no activity 90 days),SELECT * FROM logs WHERE last_active < CURRENT_DATE - 90,Engineering,Postgres
List inactive products (no activity 90 days),SELECT * FROM products WHERE last_active < CURRENT_DATE - 90,Finance,Postgres
List inactive logs (no activity 90 days),SELECT * FROM logs WHERE last_active < CURRENT_DATE - 90,Support,BigQuery
Count total subscriptions by id,"SELECT id, count(*) FROM subscriptions GROUP BY id ORDER BY 2 DESC",Marketing,Snowflake
Calculate average id in subscriptions,SELECT avg(id) FROM subscriptions WHERE created_at >= NOW() - INTERVAL '30 days',Engineering,Snowflake
Monthly trend of stock_level for products,"SELECT DATE_TRUNC('month', created_at) as month, sum(stock_level) FROM products GROUP BY 1 ORDER BY 1",Engineering,BigQuery
Calculate average id in users,SELECT avg(id) FROM users WHERE created_at >= NOW() - INTERVAL '30 days',Marketing,BigQuery
Calculate average amount in orders,SELECT avg(amount) FROM orders WHERE created_at >= NOW() - INTERVAL '30 days',Product,Postgres
Monthly trend of id for users,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM users GROUP BY 1 ORDER BY 1",Engineering,Postgres
List inactive products (no activity 90 days),SELECT * FROM products WHERE last_active < CURRENT_DATE - 90,Sales,BigQuery
List inactive orders (no activity 90 days),SELECT * FROM orders WHERE last_active < CURRENT_DATE - 90,Support,Postgres
Monthly trend of stock_level for products,"SELECT DATE_TRUNC('month', created_at) as month, sum(stock_level) FROM products GROUP BY 1 ORDER BY 1",Support,Postgres
Monthly trend of id for users,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM users GROUP BY 1 ORDER BY 1",Engineering,BigQuery
Calculate average session_id in events,SELECT avg(session_id) FROM events WHERE created_at >= NOW() - INTERVAL '30 days',Finance,Postgres
Monthly trend of id for logs,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM logs GROUP BY 1 ORDER BY 1",Product,Snowflake
Calculate average id in logs,SELECT avg(id) FROM logs WHERE created_at >= NOW() - INTERVAL '30 days',Support,Snowflake
Find subscriptions with mrr greater than 587,SELECT * FROM subscriptions WHERE mrr > 675 LIMIT 100,Engineering,Postgres
List inactive products (no activity 90 days),SELECT * FROM products WHERE last_active < CURRENT_DATE - 90,Sales,BigQuery
Find subscriptions with start_date greater than 225,SELECT * FROM subscriptions WHERE start_date > 968 LIMIT 100,Sales,BigQuery
Count total events by timestamp,"SELECT timestamp, count(*) FROM events GROUP BY timestamp ORDER BY 2 DESC",Marketing,Postgres
Monthly trend of price for products,"SELECT DATE_TRUNC('month', created_at) as month, sum(price) FROM products GROUP BY 1 ORDER BY 1",Sales,BigQuery
Count total orders by status,"SELECT status, count(*) FROM orders GROUP BY status ORDER BY 2 DESC",Finance,Postgres
Monthly trend of id for subscriptions,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM subscriptions GROUP BY 1 ORDER BY 1",Product,Postgres
Calculate average price in products,SELECT avg(price) FROM products WHERE created_at >= NOW() - INTERVAL '30 days',Marketing,BigQuery
Find events with event_type greater than 795,SELECT * FROM events WHERE event_type > 422 LIMIT 100,Sales,BigQuery
Count total subscriptions by mrr,"SELECT mrr, count(*) FROM subscriptions GROUP BY mrr ORDER BY 2 DESC",Support,Postgres
Count total products by category,"SELECT category, count(*) FROM products GROUP BY category ORDER BY 2 DESC",Product,BigQuery
Monthly trend of event_type for events,"SELECT DATE_TRUNC('month', created_at) as month, sum(event_type) FROM events GROUP BY 1 ORDER BY 1",Product,BigQuery
List inactive products (no activity 90 days),SELECT * FROM products WHERE last_active < CURRENT_DATE - 90,Engineering,Postgres
List inactive users (no activity 90 days),SELECT * FROM users WHERE last_active < CURRENT_DATE - 90,Finance,Snowflake
Calculate average id in users,SELECT avg(id) FROM users WHERE created_at >= NOW() - INTERVAL '30 days',Marketing,Snowflake
List inactive products (no activity 90 days),SELECT * FROM products WHERE last_active < CURRENT_DATE - 90,Marketing,Snowflake
Monthly trend of event_type for events,"SELECT DATE_TRUNC('month', created_at) as month, sum(event_type) FROM events GROUP BY 1 ORDER BY 1",Sales,BigQuery
List inactive users (no activity 90 days),SELECT * FROM users WHERE last_active < CURRENT_DATE - 90,Sales,BigQuery
Monthly trend of amount for orders,"SELECT DATE_TRUNC('month', created_at) as month, sum(amount) FROM orders GROUP BY 1 ORDER BY 1",Sales,BigQuery
List inactive users (no activity 90 days),SELECT * FROM users WHERE last_active < CURRENT_DATE - 90,Sales,Snowflake
Find events with url greater than 641,SELECT * FROM events WHERE url > 583 LIMIT 100,Engineering,Snowflake
Count total products by name,"SELECT name, count(*) FROM products GROUP BY name ORDER BY 2 DESC",Product,Postgres
List inactive users (no activity 90 days),SELECT * FROM users WHERE last_active < CURRENT_DATE - 90,Sales,Snowflake
Calculate average id in subscriptions,SELECT avg(id) FROM subscriptions WHERE created_at >= NOW() - INTERVAL '30 days',Support,Snowflake
Calculate average id in logs,SELECT avg(id) FROM logs WHERE created_at >= NOW() - INTERVAL '30 days',Finance,BigQuery
List inactive logs (no activity 90 days),SELECT * FROM logs WHERE last_active < CURRENT_DATE - 90,Support,BigQuery
Calculate average id in subscriptions,SELECT avg(id) FROM subscriptions WHERE created_at >= NOW() - INTERVAL '30 days',Support,Postgres
Count total events by event_id,"SELECT event_id, count(*) FROM events GROUP BY event_id ORDER BY 2 DESC",Finance,Postgres
Calculate average id in logs,SELECT avg(id) FROM logs WHERE created_at >= NOW() - INTERVAL '30 days',Support,BigQuery
Calculate average event_type in events,SELECT avg(event_type) FROM events WHERE created_at >= NOW() - INTERVAL '30 days',Engineering,BigQuery
Find events with timestamp greater than 973,SELECT * FROM events WHERE timestamp > 690 LIMIT 100,Marketing,Snowflake
Calculate average event_id in events,SELECT avg(event_id) FROM events WHERE created_at >= NOW() - INTERVAL '30 days',Product,Postgres
Find events with event_id greater than 464,SELECT * FROM events WHERE event_id > 55 LIMIT 100,Sales,BigQuery
List inactive orders (no activity 90 days),SELECT * FROM orders WHERE last_active < CURRENT_DATE - 90,Finance,Snowflake
List inactive products (no activity 90 days),SELECT * FROM products WHERE last_active < CURRENT_DATE - 90,Product,BigQuery
List inactive users (no activity 90 days),SELECT * FROM users WHERE last_active < CURRENT_DATE - 90,Finance,Postgres
Calculate average session_id in events,SELECT avg(session_id) FROM events WHERE created_at >= NOW() - INTERVAL '30 days',Finance,Postgres
Count total users by country,"SELECT country, count(*) FROM users GROUP BY country ORDER BY 2 DESC",Support,Postgres
Count total products by price,"SELECT price, count(*) FROM products GROUP BY price ORDER BY 2 DESC",Support,Snowflake
Find orders with user_id greater than 333,SELECT * FROM orders WHERE user_id > 433 LIMIT 100,Engineering,Postgres
Count total products by price,"SELECT price, count(*) FROM products GROUP BY price ORDER BY 2 DESC",Marketing,Snowflake
Monthly trend of id for users,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM users GROUP BY 1 ORDER BY 1",Support,BigQuery
Count total logs by service_name,"SELECT service_name, count(*) FROM logs GROUP BY service_name ORDER BY 2 DESC",Product,BigQuery
Monthly trend of id for orders,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM orders GROUP BY 1 ORDER BY 1",Product,BigQuery
Find events with event_id greater than 801,SELECT * FROM events WHERE event_id > 225 LIMIT 100,Sales,Postgres
Find logs with id greater than 539,SELECT * FROM logs WHERE id > 684 LIMIT 100,Support,Postgres
Count total logs by service_name,"SELECT service_name, count(*) FROM logs GROUP BY service_name ORDER BY 2 DESC",Product,Snowflake
List inactive events (no activity 90 days),SELECT * FROM events WHERE last_active < CURRENT_DATE - 90,Support,Snowflake
Count total users by country,"SELECT country, count(*) FROM users GROUP BY country ORDER BY 2 DESC",Support,Postgres
Find orders with amount greater than 488,SELECT * FROM orders WHERE amount > 569 LIMIT 100,Engineering,Postgres
List inactive logs (no activity 90 days),SELECT * FROM logs WHERE last_active < CURRENT_DATE - 90,Marketing,BigQuery
Monthly trend of id for logs,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM logs GROUP BY 1 ORDER BY 1",Marketing,BigQuery
Find logs with id greater than 791,SELECT * FROM logs WHERE id > 967 LIMIT 100,Product,Postgres
Monthly trend of id for logs,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM logs GROUP BY 1 ORDER BY 1",Engineering,BigQuery
Find orders with status greater than 213,SELECT * FROM orders WHERE status > 984 LIMIT 100,Product,Postgres
Find orders with id greater than 326,SELECT * FROM orders WHERE id > 821 LIMIT 100,Engineering,Snowflake
Monthly trend of id for logs,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM logs GROUP BY 1 ORDER BY 1",Engineering,Postgres
Find products with id greater than 251,SELECT * FROM products WHERE id > 888 LIMIT 100,Engineering,Snowflake
Count total users by status,"SELECT status, count(*) FROM users GROUP BY status ORDER BY 2 DESC",Sales,Postgres
Count total logs by id,"SELECT id, count(*) FROM logs GROUP BY id ORDER BY 2 DESC",Support,Snowflake
Count total events by url,"SELECT url, count(*) FROM events GROUP BY url ORDER BY 2 DESC",Support,Postgres
Monthly trend of id for users,"SELECT DATE_TRUNC('month', created_at) as month, sum(id) FROM users GROUP BY 1 ORDER BY 1",Sales,Snowflake
Monthly trend of timestamp for events,"SELECT DATE_TRUNC('month', created_at) as month, sum(timestamp) FROM events GROUP BY 1 ORDER BY 1",Sales,Snowflake
List inactive events (no activity 90 days),SELECT * FROM events WHERE last_active < CURRENT_DATE - 90,Engineering,Postgres
Find products with price greater than 852,SELECT * FROM products WHERE price > 11 LIMIT 100,Product,BigQuery
